Geslacht,Bedrijfstakken/branches (SBI 2008),Perioden,Onderwerp,Type werkenden,Waarde
Vrouwen,C Industrie,2013,Banen,Werknemers,162.0
Vrouwen,C Industrie,2013,Banen,Zelfstandigen,16.0
Vrouwen,C Industrie,2013,Arbeidsjaren,Werknemers,
Vrouwen,C Industrie,2013,Arbeidsjaren,Zelfstandigen,10.0
Vrouwen,C Industrie,2013,Gewerkte uren,Werknemers,196.0
Vrouwen,C Industrie,2013,Gewerkte uren,Zelfstandigen,20.0
Vrouwen,C Industrie,2014,Werkzame personen,Werknemers,156.0
Vrouwen,C Industrie,2014,Werkzame personen,Zelfstandigen,11.0
Vrouwen,C Industrie,2014,Banen,Werknemers,162.0
Vrouwen,C Industrie,2014,Banen,Zelfstandigen,16.0
Vrouwen,C Industrie,2014,Arbeidsjaren,Werknemers,117.0
Vrouwen,C Industrie,2014,Arbeidsjaren,Zelfstandigen,9.0
Vrouwen,C Industrie,2014,Gewerkte uren,Werknemers,197.0
Vrouwen,C Industrie,2014,Gewerkte uren,Zelfstandigen,20.0
Vrouwen,C Industrie,2015,Werkzame personen,Werknemers,156.0
Vrouwen,C Industrie,2015,Werkzame personen,Zelfstandigen,11.0
Vrouwen,C Industrie,2015,Banen,Werknemers,162.0
Vrouwen,C Industrie,2015,Banen,Zelfstandigen,17.0
Vrouwen,C Industrie,2015,Arbeidsjaren,Werknemers,118.0
Vrouwen,C Industrie,2015,Arbeidsjaren,Zelfstandigen,11.0
Vrouwen,C Industrie,2015,Gewerkte uren,Werknemers,197.0
Vrouwen,C Industrie,2015,Gewerkte uren,Zelfstandigen,23.0
Vrouwen,C Industrie,2016,Werkzame personen,Werknemers,157.0
Vrouwen,C Industrie,2016,Werkzame personen,Zelfstandigen,11.0
Vrouwen,C Industrie,2016,Banen,Werknemers,163.0
Vrouwen,C Industrie,2016,Banen,Zelfstandigen,
Vrouwen,C Industrie,2016,Arbeidsjaren,Werknemers,119.0
Vrouwen,C Industrie,2016,Arbeidsjaren,Zelfstandigen,12.0
Vrouwen,C Industrie,2016,Gewerkte uren,Werknemers,201.0
Vrouwen,C Industrie,2016,Gewerkte uren,Zelfstandigen,24.0
Vrouwen,C Industrie,2017,Werkzame personen,Werknemers,160.0
Vrouwen,C Industrie,2017,Werkzame personen,Zelfstandigen,11.0
Vrouwen,,2017,Banen,Werknemers,166.0
Vrouwen,C Industrie,2017,Banen,Zelfstandigen,17.0
Vrouwen,C Industrie,2017,Arbeidsjaren,Werknemers,122.0
Vrouwen,C Industrie,2017,Arbeidsjaren,Zelfstandigen,11.0
Vrouwen,C Industrie,2017,Gewerkte uren,Werknemers,203.0
Vrouwen,C Industrie,2017,Gewerkte uren,Zelfstandigen,22.0
Vrouwen,C Industrie,2018,Werkzame personen,Werknemers,164.0
Vrouwen,C Industrie,2018,Werkzame personen,Zelfstandigen,11.0
Vrouwen,C Industrie,2018,Banen,Werknemers,170.0
Vrouwen,C Industrie,2018,Banen,Zelfstandigen,17.0
Vrouwen,C Industrie,2018,Arbeidsjaren,Werknemers,126.0
Vrouwen,,2018,Arbeidsjaren,Zelfstandigen,10.0
Vrouwen,,2018,Gewerkte uren,Werknemers,209.0
Vrouwen,,2018,Gewerkte uren,Zelfstandigen,
Vrouwen,D Energievoorziening,2013,Werkzame personen,Werknemers,7.0
Vrouwen,D Energievoorziening,2013,Werkzame personen,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2013,Banen,Werknemers,7.0
Vrouwen,,2013,Banen,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2013,Arbeidsjaren,Werknemers,6.0
Vrouwen,D Energievoorziening,2013,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2013,Gewerkte uren,Werknemers,10.0
Vrouwen,D Energievoorziening,2013,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2014,Werkzame personen,Werknemers,6.0
Vrouwen,,2014,Werkzame personen,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2014,Banen,Werknemers,7.0
Vrouwen,D Energievoorziening,2014,Banen,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2014,Arbeidsjaren,Werknemers,6.0
Vrouwen,D Energievoorziening,2014,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2014,Gewerkte uren,Werknemers,9.0
Vrouwen,D Energievoorziening,2014,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2015,Werkzame personen,Werknemers,6.0
Vrouwen,D Energievoorziening,2015,Werkzame personen,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2015,Banen,Werknemers,7.0
Vrouwen,D Energievoorziening,2015,Banen,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2015,Arbeidsjaren,Werknemers,6.0
Vrouwen,D Energievoorziening,2015,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2015,Gewerkte uren,Werknemers,9.0
Vrouwen,D Energievoorziening,2015,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2016,Werkzame personen,Werknemers,6.0
Vrouwen,D Energievoorziening,2016,Werkzame personen,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2016,Banen,Werknemers,7.0
Vrouwen,D Energievoorziening,2016,Banen,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2016,Arbeidsjaren,Werknemers,
Vrouwen,D Energievoorziening,2016,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2016,Gewerkte uren,Werknemers,9.0
Vrouwen,D Energievoorziening,2016,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2017,Werkzame personen,Werknemers,6.0
Vrouwen,D Energievoorziening,2017,Werkzame personen,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2017,Banen,Werknemers,7.0
Vrouwen,D Energievoorziening,2017,Banen,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2017,Arbeidsjaren,Werknemers,6.0
Vrouwen,D Energievoorziening,2017,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2017,Gewerkte uren,Werknemers,
Vrouwen,D Energievoorziening,2017,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2018,Werkzame personen,Werknemers,6.0
Vrouwen,,2018,Werkzame personen,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2018,Banen,Werknemers,7.0
Vrouwen,,2018,Banen,Zelfstandigen,0.0
Vrouwen,D Energievoorziening,2018,Arbeidsjaren,Werknemers,6.0
Vrouwen,D Energievoorziening,2018,Arbeidsjaren,Zelfstandigen,
Vrouwen,D Energievoorziening,2018,Gewerkte uren,Werknemers,9.0
Vrouwen,D Energievoorziening,2018,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2013,Werkzame personen,Werknemers,5.0
Vrouwen,E Waterbedrijven en afvalbeheer,2013,Werkzame personen,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2013,Banen,Werknemers,6.0
Vrouwen,E Waterbedrijven en afvalbeheer,2013,Banen,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2013,Arbeidsjaren,Werknemers,4.0
Vrouwen,,2013,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2013,Gewerkte uren,Werknemers,7.0
Vrouwen,E Waterbedrijven en afvalbeheer,2013,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2014,Werkzame personen,Werknemers,5.0
Vrouwen,E Waterbedrijven en afvalbeheer,2014,Werkzame personen,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2014,Banen,Werknemers,6.0
Vrouwen,E Waterbedrijven en afvalbeheer,2014,Banen,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2014,Arbeidsjaren,Werknemers,4.0
Vrouwen,E Waterbedrijven en afvalbeheer,2014,Arbeidsjaren,Zelfstandigen,
Vrouwen,E Waterbedrijven en afvalbeheer,2014,Gewerkte uren,Werknemers,7.0
Vrouwen,E Waterbedrijven en afvalbeheer,2014,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2015,Werkzame personen,Werknemers,5.0
Vrouwen,E Waterbedrijven en afvalbeheer,2015,Werkzame personen,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2015,Banen,Werknemers,6.0
Vrouwen,E Waterbedrijven en afvalbeheer,2015,Banen,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2015,Arbeidsjaren,Werknemers,4.0
Vrouwen,E Waterbedrijven en afvalbeheer,2015,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2015,Gewerkte uren,Werknemers,7.0
Vrouwen,E Waterbedrijven en afvalbeheer,2015,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2016,Werkzame personen,Werknemers,6.0
Vrouwen,E Waterbedrijven en afvalbeheer,2016,Werkzame personen,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2016,Banen,Werknemers,6.0
Vrouwen,E Waterbedrijven en afvalbeheer,2016,Banen,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2016,Arbeidsjaren,Werknemers,4.0
Vrouwen,E Waterbedrijven en afvalbeheer,2016,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2016,Gewerkte uren,Werknemers,7.0
Vrouwen,E Waterbedrijven en afvalbeheer,2016,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2017,Werkzame personen,Werknemers,6.0
Vrouwen,E Waterbedrijven en afvalbeheer,2017,Werkzame personen,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2017,Banen,Werknemers,6.0
Vrouwen,E Waterbedrijven en afvalbeheer,2017,Banen,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2017,Arbeidsjaren,Werknemers,5.0
Vrouwen,E Waterbedrijven en afvalbeheer,2017,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2017,Gewerkte uren,Werknemers,8.0
Vrouwen,E Waterbedrijven en afvalbeheer,2017,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2018,Werkzame personen,Werknemers,6.0
Vrouwen,E Waterbedrijven en afvalbeheer,2018,Werkzame personen,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2018,Banen,Werknemers,6.0
Vrouwen,E Waterbedrijven en afvalbeheer,2018,Banen,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2018,Arbeidsjaren,Werknemers,5.0
Vrouwen,E Waterbedrijven en afvalbeheer,2018,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,E Waterbedrijven en afvalbeheer,2018,Gewerkte uren,Werknemers,8.0
Vrouwen,E Waterbedrijven en afvalbeheer,2018,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,F Bouwnijverheid,2013,Werkzame personen,Werknemers,33.0
Vrouwen,F Bouwnijverheid,2013,Werkzame personen,Zelfstandigen,14.0
Vrouwen,F Bouwnijverheid,2013,Banen,Werknemers,36.0
Vrouwen,F Bouwnijverheid,2013,Banen,Zelfstandigen,20.0
Vrouwen,F Bouwnijverheid,2013,Arbeidsjaren,Werknemers,23.0
Vrouwen,F Bouwnijverheid,2013,Arbeidsjaren,Zelfstandigen,
Vrouwen,F Bouwnijverheid,2013,Gewerkte uren,Werknemers,40.0
Vrouwen,F Bouwnijverheid,2013,Gewerkte uren,Zelfstandigen,22.0
Vrouwen,F Bouwnijverheid,2014,Werkzame personen,Werknemers,32.0
Vrouwen,F Bouwnijverheid,2014,Werkzame personen,Zelfstandigen,14.0
Vrouwen,F Bouwnijverheid,2014,Banen,Werknemers,35.0
Vrouwen,F Bouwnijverheid,2014,Banen,Zelfstandigen,
Vrouwen,F Bouwnijverheid,2014,Arbeidsjaren,Werknemers,
Vrouwen,F Bouwnijverheid,2014,Arbeidsjaren,Zelfstandigen,9.0
Vrouwen,F Bouwnijverheid,2014,Gewerkte uren,Werknemers,39.0
Vrouwen,F Bouwnijverheid,2014,Gewerkte uren,Zelfstandigen,22.0
Vrouwen,F Bouwnijverheid,2015,Werkzame personen,Werknemers,32.0
Vrouwen,F Bouwnijverheid,2015,Werkzame personen,Zelfstandigen,13.0
Vrouwen,F Bouwnijverheid,2015,Banen,Werknemers,34.0
Vrouwen,F Bouwnijverheid,2015,Banen,Zelfstandigen,21.0
Vrouwen,F Bouwnijverheid,2015,Arbeidsjaren,Werknemers,22.0
Vrouwen,F Bouwnijverheid,2015,Arbeidsjaren,Zelfstandigen,8.0
Vrouwen,F Bouwnijverheid,2015,Gewerkte uren,Werknemers,38.0
Vrouwen,F Bouwnijverheid,2015,Gewerkte uren,Zelfstandigen,19.0
Vrouwen,F Bouwnijverheid,2016,Werkzame personen,Werknemers,32.0
Vrouwen,F Bouwnijverheid,2016,Werkzame personen,Zelfstandigen,13.0
Vrouwen,F Bouwnijverheid,2016,Banen,Werknemers,35.0
Vrouwen,F Bouwnijverheid,2016,Banen,Zelfstandigen,22.0
Vrouwen,F Bouwnijverheid,2016,Arbeidsjaren,Werknemers,23.0
Vrouwen,F Bouwnijverheid,2016,Arbeidsjaren,Zelfstandigen,10.0
Vrouwen,F Bouwnijverheid,2016,Gewerkte uren,Werknemers,38.0
Vrouwen,F Bouwnijverheid,2016,Gewerkte uren,Zelfstandigen,19.0
Vrouwen,F Bouwnijverheid,2017,Werkzame personen,Werknemers,33.0
Vrouwen,F Bouwnijverheid,2017,Werkzame personen,Zelfstandigen,15.0
Vrouwen,F Bouwnijverheid,2017,Banen,Werknemers,36.0
Vrouwen,F Bouwnijverheid,2017,Banen,Zelfstandigen,23.0
Vrouwen,F Bouwnijverheid,2017,Arbeidsjaren,Werknemers,24.0
Vrouwen,F Bouwnijverheid,2017,Arbeidsjaren,Zelfstandigen,10.0
Vrouwen,F Bouwnijverheid,2017,Gewerkte uren,Werknemers,40.0
Vrouwen,F Bouwnijverheid,2017,Gewerkte uren,Zelfstandigen,22.0
Vrouwen,F Bouwnijverheid,2018,Werkzame personen,Werknemers,35.0
Vrouwen,F Bouwnijverheid,2018,Werkzame personen,Zelfstandigen,15.0
Vrouwen,F Bouwnijverheid,2018,Banen,Werknemers,38.0
Vrouwen,F Bouwnijverheid,2018,Banen,Zelfstandigen,25.0
Vrouwen,F Bouwnijverheid,2018,Arbeidsjaren,Werknemers,
Vrouwen,F Bouwnijverheid,2018,Arbeidsjaren,Zelfstandigen,9.0
Vrouwen,,2018,Gewerkte uren,Werknemers,42.0
Vrouwen,F Bouwnijverheid,2018,Gewerkte uren,Zelfstandigen,21.0
Vrouwen,G Handel,2013,Werkzame personen,Werknemers,563.0
Vrouwen,G Handel,2013,Werkzame personen,Zelfstandigen,59.0
Vrouwen,G Handel,2013,Banen,Werknemers,594.0
Vrouwen,G Handel,2013,Banen,Zelfstandigen,79.0
Vrouwen,G Handel,2013,Arbeidsjaren,Werknemers,332.0
Vrouwen,G Handel,2013,Arbeidsjaren,Zelfstandigen,53.0
Vrouwen,G Handel,2013,Gewerkte uren,Werknemers,566.0
Vrouwen,G Handel,2013,Gewerkte uren,Zelfstandigen,115.0
Vrouwen,G Handel,2014,Werkzame personen,Werknemers,565.0
Vrouwen,G Handel,2014,Werkzame personen,Zelfstandigen,60.0
Vrouwen,G Handel,2014,Banen,Werknemers,597.0
Vrouwen,G Handel,2014,Banen,Zelfstandigen,81.0
Vrouwen,G Handel,2014,Arbeidsjaren,Werknemers,330.0
Vrouwen,G Handel,2014,Arbeidsjaren,Zelfstandigen,53.0
Vrouwen,G Handel,2014,Gewerkte uren,Werknemers,568.0
Vrouwen,G Handel,2014,Gewerkte uren,Zelfstandigen,118.0
Vrouwen,G Handel,2015,Werkzame personen,Werknemers,575.0
Vrouwen,G Handel,2015,Werkzame personen,Zelfstandigen,61.0
Vrouwen,G Handel,2015,Banen,Werknemers,607.0
Vrouwen,G Handel,2015,Banen,Zelfstandigen,82.0
Vrouwen,G Handel,2015,Arbeidsjaren,Werknemers,333.0
Vrouwen,G Handel,2015,Arbeidsjaren,Zelfstandigen,55.0
Vrouwen,G Handel,2015,Gewerkte uren,Werknemers,571.0
Vrouwen,G Handel,2015,Gewerkte uren,Zelfstandigen,121.0
Vrouwen,G Handel,2016,Werkzame personen,Werknemers,581.0
Vrouwen,G Handel,2016,Werkzame personen,Zelfstandigen,60.0
Vrouwen,G Handel,2016,Banen,Werknemers,613.0
Vrouwen,G Handel,2016,Banen,Zelfstandigen,82.0
Vrouwen,G Handel,2016,Arbeidsjaren,Werknemers,
Vrouwen,G Handel,2016,Arbeidsjaren,Zelfstandigen,52.0
Vrouwen,G Handel,2016,Gewerkte uren,Werknemers,586.0
Vrouwen,G Handel,2016,Gewerkte uren,Zelfstandigen,120.0
Vrouwen,G Handel,2017,Werkzame personen,Werknemers,595.0
Vrouwen,G Handel,2017,Werkzame personen,Zelfstandigen,59.0
Vrouwen,G Handel,2017,Banen,Werknemers,628.0
Vrouwen,G Handel,2017,Banen,Zelfstandigen,81.0
Vrouwen,G Handel,2017,Arbeidsjaren,Werknemers,353.0
Vrouwen,G Handel,2017,Arbeidsjaren,Zelfstandigen,51.0
Vrouwen,G Handel,2017,Gewerkte uren,Werknemers,601.0
Vrouwen,G Handel,2017,Gewerkte uren,Zelfstandigen,
Vrouwen,G Handel,2018,Werkzame personen,Werknemers,611.0
Vrouwen,G Handel,2018,Werkzame personen,Zelfstandigen,58.0
Vrouwen,,2018,Banen,Werknemers,
Vrouwen,G Handel,2018,Banen,Zelfstandigen,80.0
Vrouwen,G Handel,2018,Arbeidsjaren,Werknemers,368.0
Vrouwen,G Handel,2018,Arbeidsjaren,Zelfstandigen,52.0
Vrouwen,G Handel,2018,Gewerkte uren,Werknemers,621.0
Vrouwen,G Handel,2018,Gewerkte uren,Zelfstandigen,116.0
Vrouwen,,2013,Werkzame personen,Werknemers,85.0
Vrouwen,H Vervoer en opslag,2013,Werkzame personen,Zelfstandigen,6.0
Vrouwen,H Vervoer en opslag,2013,Banen,Werknemers,91.0
Vrouwen,H Vervoer en opslag,2013,Banen,Zelfstandigen,8.0
Vrouwen,H Vervoer en opslag,2013,Arbeidsjaren,Werknemers,57.0
Vrouwen,H Vervoer en opslag,2013,Arbeidsjaren,Zelfstandigen,4.0
Vrouwen,H Vervoer en opslag,2013,Gewerkte uren,Werknemers,96.0
Vrouwen,H Vervoer en opslag,2013,Gewerkte uren,Zelfstandigen,11.0
Vrouwen,H Vervoer en opslag,2014,Werkzame personen,Werknemers,
Vrouwen,H Vervoer en opslag,2014,Werkzame personen,Zelfstandigen,6.0
Vrouwen,,2014,Banen,Werknemers,91.0
Vrouwen,H Vervoer en opslag,2014,Banen,Zelfstandigen,9.0
Vrouwen,H Vervoer en opslag,2014,Arbeidsjaren,Werknemers,56.0
Vrouwen,H Vervoer en opslag,2014,Arbeidsjaren,Zelfstandigen,4.0
Vrouwen,H Vervoer en opslag,2014,Gewerkte uren,Werknemers,96.0
Vrouwen,H Vervoer en opslag,2014,Gewerkte uren,Zelfstandigen,10.0
Vrouwen,H Vervoer en opslag,2015,Werkzame personen,Werknemers,85.0
Vrouwen,H Vervoer en opslag,2015,Werkzame personen,Zelfstandigen,6.0
Vrouwen,H Vervoer en opslag,2015,Banen,Werknemers,91.0
Vrouwen,H Vervoer en opslag,2015,Banen,Zelfstandigen,9.0
Vrouwen,H Vervoer en opslag,2015,Arbeidsjaren,Werknemers,56.0
Vrouwen,H Vervoer en opslag,2015,Arbeidsjaren,Zelfstandigen,4.0
Vrouwen,H Vervoer en opslag,2015,Gewerkte uren,Werknemers,96.0
Vrouwen,H Vervoer en opslag,2015,Gewerkte uren,Zelfstandigen,9.0
Vrouwen,H Vervoer en opslag,2016,Werkzame personen,Werknemers,85.0
Vrouwen,H Vervoer en opslag,2016,Werkzame personen,Zelfstandigen,6.0
Vrouwen,H Vervoer en opslag,2016,Banen,Werknemers,91.0
Vrouwen,H Vervoer en opslag,2016,Banen,Zelfstandigen,9.0
Vrouwen,H Vervoer en opslag,2016,Arbeidsjaren,Werknemers,58.0
Vrouwen,H Vervoer en opslag,2016,Arbeidsjaren,Zelfstandigen,5.0
Vrouwen,H Vervoer en opslag,2016,Gewerkte uren,Werknemers,98.0
Vrouwen,H Vervoer en opslag,2016,Gewerkte uren,Zelfstandigen,11.0
Vrouwen,H Vervoer en opslag,2017,Werkzame personen,Werknemers,86.0
Vrouwen,H Vervoer en opslag,2017,Werkzame personen,Zelfstandigen,6.0
Vrouwen,H Vervoer en opslag,2017,Banen,Werknemers,92.0
Vrouwen,H Vervoer en opslag,2017,Banen,Zelfstandigen,9.0
Vrouwen,H Vervoer en opslag,2017,Arbeidsjaren,Werknemers,61.0
Vrouwen,H Vervoer en opslag,2017,Arbeidsjaren,Zelfstandigen,5.0
Vrouwen,H Vervoer en opslag,2017,Gewerkte uren,Werknemers,102.0
Vrouwen,H Vervoer en opslag,2017,Gewerkte uren,Zelfstandigen,11.0
Vrouwen,H Vervoer en opslag,2018,Werkzame personen,Werknemers,91.0
Vrouwen,H Vervoer en opslag,2018,Werkzame personen,Zelfstandigen,6.0
Vrouwen,H Vervoer en opslag,2018,Banen,Werknemers,98.0
Vrouwen,H Vervoer en opslag,2018,Banen,Zelfstandigen,9.0
Vrouwen,H Vervoer en opslag,2018,Arbeidsjaren,Werknemers,65.0
Vrouwen,H Vervoer en opslag,2018,Arbeidsjaren,Zelfstandigen,5.0
Vrouwen,H Vervoer en opslag,2018,Gewerkte uren,Werknemers,108.0
Vrouwen,H Vervoer en opslag,2018,Gewerkte uren,Zelfstandigen,14.0
Vrouwen,I Horeca,2013,Werkzame personen,Werknemers,158.0
Vrouwen,I Horeca,2013,Werkzame personen,Zelfstandigen,27.0
Vrouwen,I Horeca,2013,Banen,Werknemers,177.0
Vrouwen,I Horeca,2013,Banen,Zelfstandigen,37.0
Vrouwen,I Horeca,2013,Arbeidsjaren,Werknemers,
Vrouwen,I Horeca,2013,Arbeidsjaren,Zelfstandigen,24.0
Vrouwen,I Horeca,2013,Gewerkte uren,Werknemers,138.0
Vrouwen,I Horeca,2013,Gewerkte uren,Zelfstandigen,60.0
Vrouwen,I Horeca,2014,Werkzame personen,Werknemers,164.0
Vrouwen,I Horeca,2014,Werkzame personen,Zelfstandigen,28.0
Vrouwen,I Horeca,2014,Banen,Werknemers,184.0
Vrouwen,I Horeca,2014,Banen,Zelfstandigen,38.0
Vrouwen,,2014,Arbeidsjaren,Werknemers,
Vrouwen,I Horeca,2014,Arbeidsjaren,Zelfstandigen,25.0
Vrouwen,I Horeca,2014,Gewerkte uren,Werknemers,143.0
Vrouwen,I Horeca,2014,Gewerkte uren,Zelfstandigen,63.0
Vrouwen,I Horeca,2015,Werkzame personen,Werknemers,171.0
Vrouwen,I Horeca,2015,Werkzame personen,Zelfstandigen,28.0
Vrouwen,I Horeca,2015,Banen,Werknemers,193.0
Vrouwen,I Horeca,2015,Banen,Zelfstandigen,40.0
Vrouwen,I Horeca,2015,Arbeidsjaren,Werknemers,88.0
Vrouwen,I Horeca,2015,Arbeidsjaren,Zelfstandigen,25.0
Vrouwen,I Horeca,2015,Gewerkte uren,Werknemers,151.0
Vrouwen,I Horeca,2015,Gewerkte uren,Zelfstandigen,61.0
Vrouwen,I Horeca,2016,Werkzame personen,Werknemers,178.0
Vrouwen,I Horeca,2016,Werkzame personen,Zelfstandigen,28.0
Vrouwen,I Horeca,2016,Banen,Werknemers,200.0
Vrouwen,I Horeca,2016,Banen,Zelfstandigen,41.0
Vrouwen,I Horeca,2016,Arbeidsjaren,Werknemers,94.0
Vrouwen,I Horeca,2016,Arbeidsjaren,Zelfstandigen,25.0
Vrouwen,I Horeca,2016,Gewerkte uren,Werknemers,160.0
Vrouwen,,2016,Gewerkte uren,Zelfstandigen,60.0
Vrouwen,I Horeca,2017,Werkzame personen,Werknemers,186.0
Vrouwen,I Horeca,2017,Werkzame personen,Zelfstandigen,28.0
Vrouwen,I Horeca,2017,Banen,Werknemers,209.0
Vrouwen,I Horeca,2017,Banen,Zelfstandigen,41.0
Vrouwen,I Horeca,2017,Arbeidsjaren,Werknemers,100.0
Vrouwen,I Horeca,2017,Arbeidsjaren,Zelfstandigen,27.0
Vrouwen,I Horeca,2017,Gewerkte uren,Werknemers,170.0
Vrouwen,I Horeca,2017,Gewerkte uren,Zelfstandigen,63.0
Vrouwen,I Horeca,2018,Werkzame personen,Werknemers,195.0
Vrouwen,I Horeca,2018,Werkzame personen,Zelfstandigen,29.0
Vrouwen,I Horeca,2018,Banen,Werknemers,217.0
Vrouwen,I Horeca,2018,Banen,Zelfstandigen,
Vrouwen,I Horeca,2018,Arbeidsjaren,Werknemers,106.0
Vrouwen,I Horeca,2018,Arbeidsjaren,Zelfstandigen,28.0
Vrouwen,I Horeca,2018,Gewerkte uren,Werknemers,180.0
Vrouwen,I Horeca,2018,Gewerkte uren,Zelfstandigen,65.0
Vrouwen,J Informatie en communicatie,2013,Werkzame personen,Werknemers,59.0
Vrouwen,J Informatie en communicatie,2013,Werkzame personen,Zelfstandigen,7.0
Vrouwen,J Informatie en communicatie,2013,Banen,Werknemers,62.0
Vrouwen,J Informatie en communicatie,2013,Banen,Zelfstandigen,9.0
Vrouwen,J Informatie en communicatie,2013,Arbeidsjaren,Werknemers,48.0
Vrouwen,J Informatie en communicatie,2013,Arbeidsjaren,Zelfstandigen,6.0
Vrouwen,J Informatie en communicatie,2013,Gewerkte uren,Werknemers,82.0
Vrouwen,J Informatie en communicatie,2013,Gewerkte uren,Zelfstandigen,11.0
Vrouwen,,2014,Werkzame personen,Werknemers,59.0
Vrouwen,J Informatie en communicatie,2014,Werkzame personen,Zelfstandigen,7.0
Vrouwen,J Informatie en communicatie,2014,Banen,Werknemers,62.0
Vrouwen,J Informatie en communicatie,2014,Banen,Zelfstandigen,10.0
Vrouwen,J Informatie en communicatie,2014,Arbeidsjaren,Werknemers,49.0
Vrouwen,J Informatie en communicatie,2014,Arbeidsjaren,Zelfstandigen,6.0
Vrouwen,J Informatie en communicatie,2014,Gewerkte uren,Werknemers,84.0
Vrouwen,J Informatie en communicatie,2014,Gewerkte uren,Zelfstandigen,12.0
Vrouwen,J Informatie en communicatie,2015,Werkzame personen,Werknemers,61.0
Vrouwen,J Informatie en communicatie,2015,Werkzame personen,Zelfstandigen,7.0
Vrouwen,J Informatie en communicatie,2015,Banen,Werknemers,64.0
Vrouwen,J Informatie en communicatie,2015,Banen,Zelfstandigen,10.0
Vrouwen,J Informatie en communicatie,2015,Arbeidsjaren,Werknemers,51.0
Vrouwen,J Informatie en communicatie,2015,Arbeidsjaren,Zelfstandigen,6.0
Vrouwen,J Informatie en communicatie,2015,Gewerkte uren,Werknemers,87.0
Vrouwen,J Informatie en communicatie,2015,Gewerkte uren,Zelfstandigen,13.0
Vrouwen,J Informatie en communicatie,2016,Werkzame personen,Werknemers,64.0
Vrouwen,J Informatie en communicatie,2016,Werkzame personen,Zelfstandigen,7.0
Vrouwen,J Informatie en communicatie,2016,Banen,Werknemers,67.0
Vrouwen,J Informatie en communicatie,2016,Banen,Zelfstandigen,11.0
Vrouwen,J Informatie en communicatie,2016,Arbeidsjaren,Werknemers,53.0
